Macro_Nicho,Sub_Nicho,Detalle_Producto,Rating,Review
health personal care,health care,women s health,2.0,"My husband bought this for me. I'm 25 weeks pregnant and I wanted to switch my prenatal vitamins to a liquid form, I have trouble swallowing big pills and this has DHA and I was so happy to know this vitamins got all I need. I asked my Perinatologist before start taking this vitamins, I am on bed rest with a cerclage and taking progesterone shots so i want to make sure this is a right vitamin to take but the ingredient on this bottle has ""meadowseet"" and I found this:(Avoid use during pregnancy. Meadowsweet may increase uterine tone and might stimulate uterine activity)So, my Perinatologist found similar information and didn't recommend it for now. I may start taking it after I deliver my baby. I don't want to put on risk my pregnancy the herb has 300 mg in each spoon you can read the labels."
grocery gourmet food,beverages,coffee,4.0,"This product met my expectations very well. The flavor wasn't quite what I expected, however. I expected a cinnamon flavor with subtle hints of hazelnut and vanilla. Instead, I found that all three flavors are pretty evenly distributed. The end result is a cacophony of flavors which is very powerful and distracts from the natural coffee flavor.The beans themselves are rather small. Because of this, I think, the coffee is rather weak. I find myself having to use 30% more coffee per pot than with my traditional coffee beans. The cup, when poured black, has a very weak color to it, if you add creamer the look is very reminiscent of tea with milk.When I first tried the coffee I was very unhappy with the results. However, after tweaking the amount of grounds I use (as well as increasing the coarseness of my grounds) I found a product that was palatable.Would I buy it again? Probably not. However, I can see many people who dislike strong coffee truly enjoying this."
health personal care,nutrition wellness,vitamins supplements,4.0,Purchased this product knowing that even though I eat salads everyday I still don't get all the necessary greens veggies I should. It doesn't taste great alone but after a few tries I found that it goes very well with my morning fruit smoothie (bananas & strawberries conceal the after taste the best). It turns my shake into a dark green color but the flavor of the fruit conceals the after taste pretty well. I've just finished my first full bottle and have also found that this has improved my mood. I'm experiencing early menopause symptoms (I'm 41). My menstral cycle also came and went and I only experienced very minor symptoms. This is a great mood booster! I also want to mention that I also drink the Garden of Life Raw Meal and its possible that the combination of the two produces this great mood enhancement. I was not too crazy about the green color or after taste at first but now that I've gone through the first bottle I'm over it.
grocery gourmet food,breakfast foods,breakfast cereal bars,3.0,WHY AM I EATING A BABY BAR...YOU CUT THE AMOUNT IN THE PACKAGE SO CUT THE PRICE JEEZ. i like the brand but wow i have to eat 2 each time to be satisfied now. i think i will look for another company with grownup sizes.this one i ordered was a little chewy for some reason than last time...it was like eating a granola bar
health personal care,health care,sleep snoring,4.0,I have seen several reviews stating this is just a placebo and won't work. I just don't believe that. I do however think it works for some and not for others. I have tried just about everything under the sun for sleep. I had been taking clonazapam which is a hard hitting sedative and it ended up making me sick. Because of clonanzapm I ended up having chronic insomnia for months. At first almost nothing would help but later on I was able to get some relief with antihistamine products. Initially Calms Forte didn't do much of anything for me but now I can take 3 and get a restful sleep. I am very sensitive to meds and this product does have some slight side effects for me. About 24 hours later I experience some nervousness that lasts about a day. It is not bad though so I feel the good sleep outweighs the little bit of nerves that I get.
health personal care,nutrition wellness,vitamins supplements,5.0,I love this product and have ordered it from Amazon three times consecutively. It works great for my hair and nails. I've seen great results and will continue to not only use it but buy it from Amazon.
grocery gourmet food,pantry staples,cooking baking supplies,4.0,"I've used superose for years, but with this price gouging I'll use the natural truvia, which comes out to be cheaper in my grocery than on-line."
health personal care,nutrition wellness,vitamins supplements,5.0,"I have loved this stuff since I was a teenager and an aunt told me it would help clear up my acne...which it did. It wasn't til I read the label that I realized it could also help with the anemia I suffered from regularly and had to get an iron shot for X-( That was the 70s and I have used it off and on ever since. There is no iron supplement that is going to work as quickly as SSS Tonic after all these years and many other iron supplements later...But lately I cant find it. And the local pharmacist literally said it is not for sale for HUMAN consumption....Thus the reason I am on here AFTER I checked to make sure it was still OK for human consumption! I am a teacher and when blood drives come up, I look for SSS Tonic so I can be positive I will be able to donate bc I am always low on iron. So shame on me for not keeping up but ..lol I thought I was gonna have to go to my local vet to get some :) Glad to see it is still as useful and valued as I thought!"
health personal care,nutrition wellness,vitamins supplements,4.0,"This rosehip tea is surprisingly good, reminds me slightly of rhubarb with a subtle regular black tea undertone. The package did take 9 days to arrive & it was all crushed up inside the jiffy-bag so it's a good job it wasn't ordered as a gift. I also think the price is a bit steep for teabags. I just couldn't find this flavor in supermarkets, so I had to get it online."
grocery gourmet food,pantry staples,herbs,5.0,I used to have a favorite snack that you may know of. It consisted of wafers of sugary sesame seeds. While pleasant to eat I didn't like eating all that sugar. So my new idea is to put a little honey on a tablespoon. Then you pour some sesame seeds on the honey and eat. Sesame seeds are high in phytosterols which can help you lower your LDL cholesterol. I also use these toasted sesame seeds in a granola recipe which is quite good. I've also used these sprinkled over meats or you might like them in salads.~The Rebecca Review
baby products,feeding,breastfeeding,1.0,"The seller sent me the incorrect item (two small shields with no valve and membrane, instead of one regular sized shield with the valve and membrane) and they said ""per policy"", I have to pay to ship it back to them, even if it was their mistake. That's pretty poor business if you ask me."
health personal care,health care,foot care,5.0,"In the middle of the night some time last week I woke up in excruciating pain. The big bone/joint of my big toe hurt to the touch and I felt like crying. I attempted to get up to walk to my bathroom so I could pop a couple Ib profen. Well, that turned out to be WAY harder than it sounds. Could barely walk. Same goes for the next day, and the next day after that, and probably after that. I thought it was a bunion, upon research and finding out my dad has one too. These babies are mainly hereditary. It slowly got better within about a week, which is when I got my bunion regulator. It's still a little tender but I am wearing this to bed. It isn't too uncomfortable at all, it just takes some time getting used to this ""thing"" around your foot. But I definitely recommend this product, as I can see it clearly pushing my toe in the direction that I want it to be. If this is a bunion problem, hopefully this realigns me and stretches out all those tendons like I want it to!"
health personal care,health care,unknown,5.0,"In only 1 induction dose (3 dissolved tablets in her water bowl) of this remarkable homeopathic formula, Dixie, my 10.5 years old Heinz-57 pup who had been lying down and hiding out in her crate for most of the previous week due to her early onset arthritis inflammation and pain, was up scampering around and playing with her ball after only 1 hour's time with this medicine in her system! How's that for an excellent review? The proof is in my girl's behavior and demeanor (I can almost detect a shy smile in her sweet face, again). Now we can resume our walks, with much less pain and distress than before. And, we can both look forward to a much better quality of life, in our senior years, together. I'm very pleased to know that this homeopathic preparation is perfectly safe for Dixie to take every day as her maintenance arthritis medicine. No fears here concerning canine liver or kidney failure, due to the harsh synthetic drugs of so many veterinarian Rx meds! Just the slower, safer path to healing and restoration. Thanks, HEEL BHI!"
health personal care,nutrition wellness,vitamins supplements,5.0,"This the only product that works 100% of the time for me! I am totally lactose intolerant and in the past have found not all lactase products work, so I could never be sure I wouldn't be ill after eating even a small amount of food containing lactose. This works every time."
health personal care,nutrition wellness,sports supplements,5.0,"Animal pak nutrition is a good supplement for people who do weight lifting and exercise regularly. I found this product is more satisfying than other products I tried. As any vitamin supplement they have the strong smell but for me I can stand their smell over other types I tried before. I have been using this product for over 6 months and I didn't feel any side effects ,such as burping, besides a little yellowing in my urn which is natural."
health personal care,nutrition wellness,vitamins supplements,5.0,"Ladies, I was skeptical when my mother told me that this would increase my milk supply. I was breast feeding my son EVERY two hours all day and all night but I was running out of milk. It was probably due to stress since the more you breast feed the more you should produce, anyway this stuff really worked my milk started to pour out...literally. I also really like this brand I tried others and they were not effective. So, please try this for yourself I think you will be pleased."
health personal care,health care,alternative medicine,1.0,There's not a lot more to say
health personal care,nutrition wellness,vitamins supplements,5.0,"Favorable tea that I would recommend too anyone. Excellent, good tasting tea. Truely enjoy. Heard about the tea through an article written by Dr Oz."
grocery gourmet food,pantry staples,canned jarred food,5.0,"This is a favorite with our family. I got a package of this years ago and then gradually it became harder to get at the local grocery stores. It keeps well so was worth getting a lot of it to have on hand. The blend of ginger, coconut milk and the spicy flavors is really a winner."
grocery gourmet food,pantry staples,herbs,5.0,These vanilla beans were the best ever. Much better than I have purchased from some of the best spice stores.
health personal care,nutrition wellness,nutrition bars drinks,2.0,"It tastes great and fills you up, but it's loaded with sugar. Two out of top three ingredients are syrups. A candy Snicker bar (junk food) has 13g sugar, this one has 20g sugar.For muscle recovery, I've switched from this tothinkThin Protein Bar, Chunky Peanut Butter, Gluten Free, 10 - 2.1-Ounce Bars. ThinkThin uses sugar alcohol instead of conventional sugar. Google sugar alcohol, if you're not familiar with it. And ThinkThin use whey protein as a part of its protein blend. Whey protein is the best protein for muscle recovery.The best protein bars for muscle recovery are homemade, it's super easy to make (a bit messy). There are a tone of recipes on the net."
grocery gourmet food,dairy eggs,milk,4.0,"I'm always illegally importing dairy products into the US to give my food the 40%+ fat necessary to create a truly European experience. Using this Tuscan Whole Milk, 1 gallon 128 fl oz, however, is just over the top! It's so creamy rich my customers can no longer eat more than one bite of my Panna Cotta without becoming drowsy and on the verge of a sugar coma. Usually we like customers who eat themselves into a caloric stupor, as they tend to use their cell phones less often in the dining room and tend to over-tip. But, when a Friday night run of Panna Cotta orders for dessert means 80% of our tables have people sleeping at them, the dining room loses a certain flair. So, I'm going for the four stars, but recommending Tuscan Whole Milk, 1 gallon 128 fl oz for home use only. Consider it a replacement for the main ingredient in your 1970s LSD parties, and follow all the same rules."
health personal care,nutrition wellness,vitamins supplements,5.0,"My daughter has suffered from severe pustular psoriasis since she was a toddler or maybe earlier. Her flare-ups usually cover her entire torso from neck to waist, front and back, and sometimes cover her legs to the ankles, too. After going from Pediatrician to Dermatologist to a top Pediatric Dermatologist, we finally got a definitive diagnosis when she was 4. And after trying a number of prescription and OTC medications and treatments, we finally got control of it when she was 5 using a combination of methotrexate (taken orally) and this product, Cutar, applied topically. The methotrexate seems to keep her about 95% clear all on its own, and the Cutar takes care of the few remaining spots and patches. Between the two we can keep her nearly 100% clear most of the time. The Cutar is also pretty effective on its own when applied 2-3 x per day, as we discovered when we had to take her off the methotraxate for a spell to allow her immune system to help her kick an ear infection"
grocery gourmet food,breakfast foods,breakfast cereal bars,4.0,"Some of the reviewers eat these for weight control purpose, which I don't think that's what these bars are for. 20g protein bars like these are designed for muscle recovery after weight lifting workout. ThinkThin protein bars use whey protein isloate; which is the best protein for muscle recovery. I've been eating Cliff Protein bar for body building, although it's 95% organic but it has too much sugar. ThinkThin protein bars provide same amount of protein as the Cliff Bar with less sugar.These bars use sugar alcohol, instead of conventional sugar. Sugar alcohol is a sweetener commonly found in ""Sugar Free"" gums. It has less calories and doesn't cause tooth decay as conventional sugar does. Nonetheless, it's a sugar. I hope ThinkThin would start making these with organic ingredients.For those who are interesting in snack bars (instead of protein bars) for weight control,Pure Bar Organic Wild Blueberry, Raw Fruit & Nut Bar, 1.7-Ounce Bars (Pack of 12)are awesome."
grocery gourmet food,pantry staples,canned jarred food,4.0,"My husband is vegan & eats this soup quite often for a quick lunch. I also like it, but find it a bit spicy for my taste, so when I fix it, I just don't use all of the spice packet."
health personal care,nutrition wellness,sports supplements,4.0,"I was looking for a vanilla base for making low carb smoothies. This protein drink mix has worked okay for this. I haven't tried too many others, so I'm still giving it 4 stars. That being said, I will probably try something different next. On the plus side, this mix has very low carbs per serving."
health personal care,nutrition wellness,vitamins supplements,2.0,"About 8 months ago I switched to a plant-based diet. That was when I began experiencing a lot more indigestion and bloating. Before becoming vegetarian, however, I'd already had this problem because I ate a lot of fruits, vegetables and whole grains. Through research I learned that my problem was the result of complex carbohydrates (raffinose) and the fibrous cell walls of the vegetables (cellulose). I began taking Beano (alpha-galactosidase) before my meals and noticed immediate, drastic improvement. To save money, I then switched to a generic brand of Beano and experienced the same positive results. Becoming a true believer in enzymes, I started taking Digestive Advantage Gas Defense Formula and had even better results. After that I upgraded to a full-spectrum blend"
health personal care,nutrition wellness,vitamins supplements,5.0,"This product is wonderful...had extremely painful hemorroids for almost 6 weeks and within 2-3 days completely better. Now, I keep a bottle on hand to take whenever I feel there will be a problem. My naturopath originally recommended this and it works!"
baby products,feeding,breastfeeding,1.0,"If I could rate this product a zero, I would have, I gave it one star, because that was the option! I did the research and thought for the money that this would be the best pump within it's price range----I was so wrong!! I took it out of the box, set it up, and it began to pump just as well as the Medela pump that I used in the hospital-----BUT THE SUCTION STOPPED WORKING IN 5 minutes! ---NO EXAGGERATION! SERIOUSLY NO EXAGGERATION AT ALL!!! I had just come home with my baby and was very disappointed!!!! My husband is a design and manufacturing engineer and opened up the breast pump to try and troubleshoot the machine, only to find that the parts were extremely cheap and poorly designed and put together, he found there was a problem with the way the screws were set up on the motor part that controls the suction, but because the machine is such a piece of crap, he couldnt even fix it-----(my husband designs products for a living, so he knew what he was doing!!) I only plan on breastfeeding for 3 months, luckily my hospital will allow me to rent a medela pump!! DO NOT BUY THIS PIECE OF JUNK, YOU WILL REGRET IT!!! If breastfeeding is extremely important to you, go with the Medela!!! With the medela pump in the hospital, i was able to pump 2 ounces to 4 ounces of milk in less than 15 minutes!!! The Lansinoh Affinity Double Electric Breast Pump is a waste of money!!!!"
grocery gourmet food,beverages,tea,5.0,"This tea has a superb taste. I actually look forward to drinking this tea with my dinner. Now that it is summer I drink is as an iced tea, but this is also a very delicious hot drink too! I use splenda and fresh mint when I brew it. Fabulous!"
health personal care,health care,alternative medicine,3.0,I don't want to dismiss the value of this product. I have pretty severe neck issues from 2 car accidents. I would say it is moderately helpful for this type of pain.
baby products,feeding,bottle feeding,3.0,"We bought 2 sets and my daughter of 12 months did not like it. We purchase NUK Learner Cup and she loves them.If you have to buy, buy one set first and your toddler likes it, then, buy more."
grocery gourmet food,pantry staples,dried beans,5.0,These are the best beans for flavor and health!! My entire family and extended family always requests these beans. You will never eat canned refried beans again!
health personal care,health care,foot care,1.0,"It is shameful how rare I leave reviews, when Amazon is my absolute first ""go to"" when it comes to reviews. I am in the habit of mulling over every review in an effort to help make informed decisions on what I buy. All of that said, I hope my assessment of this will help someone make their own decision on this product too. Very recently I started suffering from excruciating heel pain. I started reading everything I could on plantar fasciitis and heel spurs. I came across these HEEL THAT PAIN heel seat and read so many mixed reviews, but out of desperation I knew it was just something I had to try on my own. I can appreciate the design of this heel seat had my pain been at the very end of my heel, but my pain is where my heel begins just past the middle of my foot. Back to design, these heel seats are raised in the precise area where my pain is. All of my weight is concentrated completely on this raised area of the heel seat and if you have pain where I am describing, these heel seats will make your pain much much worse. Not all heel pain is the same. If they would come up with a new design to lessen the pain in this precise area, then maybe that might be something, but they have seem to categorize all heel pain to only one area and that is the very back of the heel. I read in another review from a gentleman that said it was like walking on a broomstick -to that I agree 100 percent on that assessment. Now I know. Now I can say I tried them for myself. Had I read a review of WHERE on the heel it just didn't work, then I would not have bought them. The outside of the box has a ""caution"" section that pain is to be expected at first. Well, can't they see that not every kind of heel pain can be categorized as the same pain? It baffles me their encouragement to keep walking on these even if you are in pain. This could really be doing someone so much more damage than good. To my experience, I wore them for only 1 hour to the grocery store and for a week I was not able to walk without limping in pain. I learned a few tips that have helped when I know I will be walking a lot. I took off the labels of canned peaches and put them in the freezer, and as soon as I take off my shoes I am rolling my heels on the frozen cold cans. This helps to keep the swelling down so the pain is minimal, and it also exercises the tendons in your foot. That alone has helped me tremendously. Right now I am just experimenting with what works and what doesn't work. I wear just a very light shoe, and I have a simple gel pad inside to lessen the impact of each step. I hope this helps someone out there make an informed decision if you are suffering from heel pain too."
health personal care,nutrition wellness,vitamins supplements,1.0,I knew it was too good to be true! And it was. I took it as directed on my trip and actually experienced WORSE jet lag that ever before. Will not be recommending nor purchasing again. Total waste of money.
grocery gourmet food,beverages,tea,5.0,"I love this tea, drink it every day! It has a spicy sweatiness without adding sugar or substitute. It can be hard to find in the grocery stores, and is more expensive if you do find it. I have it on auto ship for the best price. Thanks Amazon!"
health personal care,health care,first aid,5.0,Within a couple of days my dog felt better
baby products,feeding,highchairs booster seats,5.0,"This portable highchair/booster is the best purchase I have made, I keep it in the trunk of my car so I always have it! I use it at friends houses, grandparents and even out to eat when they don't have the good highchairs. It works great, was super cheap and very compact.Don't listen to all the reviews (especially the ones that are 5+ years old - designs change) about the back cushion falling off (it doesn't) and the tray not attaching for transporting it. While the tray doesn't snap on when carrying it all you do is put one of the straps that are used to fasten it to a chair around the tray tightly and it holds it in place.FYI - according to the box it is good for a child up to 50 lbs (it doesn't seem to mention it in the description here)."
grocery gourmet food,beverages,coffee,4.0,Senseo mismanaged their conversion to online-only selling and promised to have pods available by mid June 2012. It was July before pods were again available. JANUARY 2013 UPDATE
health personal care,nutrition wellness,nutrition bars drinks,5.0,"All working as advertised. Shipment arrived sooner than expected, very nice. Purchased for my son. He says it is working for him."
grocery gourmet food,beverages,coffee,5.0,"I fell in love with Nescafe frappes when I was in Greece a few years ago and was craving one again recently. With this powder, it's super easy to make them just like I had in Greece. The American version you can find in stores here is not the same - won't foam up properly - so go for this one. Add some sugar and milk and shake in a cocktail shaker or throw in the blender, and you have a delicious, creamy treat just like they serve at the cafes in Greece. Perfect for a hot summer afternoon."
grocery gourmet food,snack food,jerky dried meats,1.0,"This product has Japanese name but it is definitely not authentic Japanese, it has a strange taste to Japanese people. I would not buy it again."
health personal care,nutrition wellness,nutrition bars drinks,5.0,"Fabulous. If your interest is QUALITY unprocessed food, and not QUANTITY for your pennies, you'll agree. LARABAR are sweetened with nothing but natural unprocessed dates, which are pricy. The mini variety pack gives you a taste of a few flavors so you can choose which flavors to invest in later on."
grocery gourmet food,beverages,tea,4.0,"This tea has a dark, smoky flavor. I really feel full in drinking the tea and I have noticed some diet benefits to drinking the tea. It does smell somewhat like pond water so try not to breathe in the aroma too much."
health personal care,nutrition wellness,nutrition bars drinks,5.0,"After trying other similar products, I found Bob's and and am delighted to say it not only is a good buy, but its quality is superior. It mixes much better and provides the protein I need, having given up dairy products. Recommend very highly!"
grocery gourmet food,pantry staples,cooking baking supplies,5.0,"This was the exact red color that we needed for our rainbow cake. With most red colorings you have to use a lot of the coloring to get a real red color, not with this gel. It made the icing red with the first few drops."
health personal care,nutrition wellness,vitamins supplements,5.0,"Heard about this on the Dr Oz show. it is supposed to keep your face youthful. You can get this in pork but, I rarely eat pork so I chose to take the supplement. The bottle says to take one a day but, Dr Oz said to take it twice a day. I take it 2 x day. I am 57 and have pretty good skin and want to keep now that I am menepausal. it that way"
grocery gourmet food,pantry staples,cooking baking supplies,5.0,"This was the exact red color that we needed for our rainbow cake. With most red colorings you have to use a lot of the coloring to get a real red color, not with this gel. It made the icing red with the first few drops."
health personal care,health care,smoking cessation,5.0,great price wonderful product .... shipping fast ordering was easy as pie ..... tho to save money you can buy these at most local gas and or liquor stations ...but they have been a BIG help ...my breathing has gotten better
health personal care,nutrition wellness,vitamins supplements,5.0,"I saw that this was reviewed badly and I wanted to offer a REAL review. I'm not sure how a natural product like this could make someone feel bad. If you look at the ingredients, they are all very healthy and safe. I give this to my family regularly and have for years. Never had a problem. Vitamins that you buy at the grocery store have synthetic and unnatural ingredients. They are bad for your liver and overall health and most of the ingredients are from China. When you buy a natural product like this, this is what vitamins are supposed to be."
health personal care,nutrition wellness,vitamins supplements,4.0,"Yellowish liquid pill. easy to swallow, no crazy taste like people said. big bulk for so cheap. idk what to say."
health personal care,nutrition wellness,vitamins supplements,5.0,"I had spent the last year and a half trying to reduce my cholesterol total of 250 with various prescriptions and lifestyle changes, to no avail. In frustration and after several weeks of research, decided to try Red Yeast Rice. After only six weeks on the lowest recommended dosage of 2 capsules daily, my total cholesterol has dropped to 213, my triglycerides have dropped from 160 to 1233 and my HDL went from 32 to 41. I do not have any of the side effects I experienced with prescription cholesterol-lowering drugs. Very happy with the Solaray product."
health personal care,nutrition wellness,weight loss products,1.0,"I bought this product and I am in the third day taking it. I have taken the hydroxycut hardcore pro series and it worked well. Obviously you are going to have a rapid heart beat with this much caffeine. I am not new to these type of supplements. I have no idea what changed from the pro series to this one. My first day taking the recommended 4 pills in the morning and afternoon and I'm in a lot of pain. My chest has sharp pains going though it every minute. I took my last set of 2 pills around 2pm and its 2am and it still hurts.I am very frustrated because I loved the results I received from hydroxycut pro series and was expecting the same with this new formula, but unfortunately this formula feels more dangerous.Other side effects include sweating profusely and being extremely cold. I am at work and my hands are ice cold but they are drenched in sweat. I can't focus at all, instead of feeling alert and ready to go I feel nervous, distracted and like my body is having an extreme meltdown.So to sum it up I love hydroxycut but definitly would recommend going with the pro series formula. I will be returning this product because the side effects are not worth it. There are other products with the same caffeine doses that give the same results."
health personal care,health care,stress reduction,3.0,"This isn't really a supplement for adderall or anything similar. If you are having a hard time focusing, this did seem to help me for 1-3 months. However I do not find it's helping me study, work, or focus any longer. As previously mentioned it didn't have any other commonly associated features of adderall (if you're looking for them or not), like decreased appetite, energy, etc. Each persons different I've found when it comes to these kind of medications, and it's definitely worth a shot if you need help focusing or studying. Take the recommended dosage for at least a month. I definitely found this significantly more effective then adderrlin.. Good luck!"
health personal care,nutrition wellness,vitamins supplements,5.0,"I chanced upon this tea, a mix of herbs and black tea, by chance. I drink herbal teas but never enjoyed them. I enjoy the flavor of this one. I would urge all to try it, you'll like it...A devotee of hot drinks, a scourge of the complex ""things"" they sell in coffee shops which require a recipe and instructions to order..el viejo"
health personal care,health care,family planning contraceptives,1.0,"It doesn't work!!! It told me I was fertile and I wasn't even wearing it. It actually just goes by your cycle, not the sweat on ur skin. I work nights so I wore it during the day, when I got home from work at 8am on day 11 it already said ""fertile"". Don't pay the money for a watch to count your cycle!!!!"
health personal care,nutrition wellness,nutrition bars drinks,3.0,"I did drink the whole can, and did feel a bit of an energy, but it does not make you sick or anything like that meaning like hyper and shit........."
health personal care,nutrition wellness,vitamins supplements,5.0,NAC 600 mg 3/day = stops nail biting after 2 weeks. Also good for reducing baseline level of anxiety. This is the least expensive form (Swanson) I've found.
health personal care,nutrition wellness,nutrition bars drinks,5.0,"My son got me some of these PROMAX bars for Christmas. It was surprising, but one day I tried them and they were great. Now I eat them 5-6 days a week. They make me feel good, satisfy my hunger and keep me alert and on task all morning. The other plus for me is that this variety is GlutenFree, which is a must for me. I'm taking a vacation soon and will bring a box of these bars.Great service from the vendor. Highly recommend."
grocery gourmet food,pantry staples,sauces,5.0,"Growing up in the South, this sauce is a staple in the fridge; however, after moving off, it's been a struggle to find it. Everytime we go home, my husband and I buy 4 or 5 bottles to hold us over until our next trip home. I was super excited to see it available through Amazon. A versatile sauce"
baby products,feeding,bottle feeding,5.0,"We had a long road trip home coming and we needed a portable bottle warmer. We took a chance on this one since it was cheap and if it didn't work we weren't out much and could stop on the way and pick up a more expensive one. That was not necessary, this bottle warmer worked quickly and effectivly. It takes about 10 minutes to take a bottle from room temp to warm (our little lady likes them a little warmer than most, too). It seems like people thought they could get a warmer that acted like a microwave and would heat the bottle in seconds... We still use it, now for jars of baby food and it works amazing for those as well, taking only about 3 minutes to heat those. I would recommend this for anyone!"
health personal care,health care,foot care,5.0,Doctor recommended these because they have a hard bottom which helps to keep foot from bending. I bought two pair and used them in all my shoes. Excellent product.
health personal care,nutrition wellness,nutrition bars drinks,5.0,An excellent meal replacement and fantastic product for weight loss. Very quick to prepare in shaker. Mix well in water and thick liquid. Very filling. Highly recommended.
grocery gourmet food,dairy eggs,milk substitutes,3.0,Just be careful because it's a heavy box! I bought it as a gift and had to travel by plane with it.
health personal care,nutrition wellness,nutrition bars drinks,4.0,"For under $45 (5 Lb package), this is among the best of its kind that I can find. Its taste suits me really well, less sweet than most of other competitors. Natural sugar in this product not only enhances the flavor, but also removes any doubt on long term negative impact of artificial sweetener that is widely used in many other competitors. Artificial sweetener, which has absolutely no long term safety data to support its mass usage, should not be associated with any ""health promoting product"". Shipping by vitamin shoppe was super fast, too."
health personal care,nutrition wellness,vitamins supplements,2.0,"I used to love this product. I had been using it for three years and had recommended it to many people who also loved it. However, the last time I purchased the Vitamin E sticks, three of them broke at the base with just normal use. It seemed like the product was softer than usual. I contacted the company (Reviva Labs) by email but never heard back from them. I am afraid to purchase it again since I lost out on three sticks and the company never bothered to contact me."
grocery gourmet food,pantry staples,cooking baking supplies,1.0,"i thought they were as good as the traders joe almonds, but because of the free shipping i ordered, but when i tasted them , they were a little over bake for me. then, they only have little sesame, i will not buy this product again"
health personal care,nutrition wellness,vitamins supplements,1.0,This product had no benefit at all. Do not waste your money. I purchased this product about two months ago and I have taken roughly 200 pills.
grocery gourmet food,snack food,chips crisps,4.0,"So I bought these when I saw a great deal on deals.woot.com about a coupon they had and I had seen them in stores a few times but never took the plunge.These are tasty, although sometimes a little hard for my taste, and a little higher in calories than I would like in a snack (200 calories per bag)But, it does satifsy my sweet tooth nicely and is much better than candy or a donut, and easy to tuck in my gym bag or desk drawer. The single size is nice because it's easier to do portion control than counting out chips into a plastic baggie.Still on the fence if I would order again, but that's because of calories, not taste. Taste is great!"
health personal care,nutrition wellness,vitamins supplements,5.0,"I started taking this product for specific health problems I have. I have been reading the book Primal Panacea, and I am impressed with the research and the many different conditions that are helped by Vitamin C. The advantage of this product is that it delivers far more bio-absorbable Vitamin C than any other method short of intravenous (which definitely does NOT interest me!) For this reason, also, it becomes economical to take a therapeutic dose. I put a little bit on a sore each day, topically. I don't know how well that works with the Lyposomal feature, but it does seem to help. Taking it is an interesting experience. It has a strange, somewhat peculiar taste and texture that is tolerable. Mixing it with water helps. In the two weeks since I started taking it, I have noticed considerable improvement in my overall state of well being. I just hope I can get it as long as I need it. I am tripling my dose as soon as the new order arrives. I will also resume eating bell peppers, one of the richest natural food sources of Vitamin C. I went to the dentist years ago, and at that time, she said my gums were too much of a mess for her to do anything, so she rescheduled my appointment, and told me to do something to improve my gums. I ate a bell pepper a day. When I went back, she was astonished at the improvement in my gums and asked me what I was doing. Since starting Lypo-Spheric Vitamin C, I have also noticed a substantial improvement in my gums. Coupled with daily CoQ10 seems to keep them quite healthy.No matter what your health problem is, especially if it is related to any infectious agent, this is a remedy well worth trying. Try it especially if you have a skin condition of any kind.Primal Panacea"
health personal care,health care,foot care,5.0,"I looked at the various insertable cushions to put in my docksiders. I usually get Dr. Scholls. But reviewers convinced me to try less expensive Spenco cushions. They are okay, my arches don't hurt anymore. Good alternative to Dr. Scholls."
grocery gourmet food,pantry staples,sauces,5.0,"This hot sauce has a fantastic flavor. However, it was not as hot as I'd expected. I assumed habanero hot sauce would be enough to REALLY spice up a dish, since I can't eat a whole habanero without my eyes welling up with tears. This was not the case. This stuff is really mild compared to the pepper it's made from.That said, I have no regrets about buying this product. If you're looking for a really tasty, fairly thick sauce that's comparable to tabasco in heat, this sauce is for you. If you want something that will kick up a burrito all on it's own, look elsewhere."
health personal care,health care,foot care,4.0,"As a big guy, my feet are under a lot of weight (obviously) and extremely flat. These orthotics help me to ward off plantar fasciitis. I also have very bad knees and these seem to help a bit with that pain too. In sneakers (New Balance) I remove the wimpy insoles and leave these Lynco L420's in permanently. I have another pair of L420's that I switch among my dress shoes and Top Siders. They do seem to ""hold"" your foot odor and I've not tried to determine a means of cleaning them. I use Lysol or similar spray now and then; but when they get too bad, I toss them and buy a new pair. I would have gone for 5 stars if they could be easily laundered or perhaps treated with charcoal smell suppressant."
health personal care,health care,incontinence,5.0,These were by far the best I have ever ordered. Very absorbant. I was able to sleep through the entire night without a change.
health personal care,nutrition wellness,weight loss products,1.0,This product does not do anything for weight loss! Or did it do anything spectular for my thyroid! A waste of money.
health personal care,nutrition wellness,sports supplements,2.0,"My pre-workout for awhile was Hemo Rage Ultra Concentrated, It was amazing but I had to stop because it was giving me nose bleeds. So I went with N.O.-Xplode. The taste is not too good, the only way I can put it is that it taste's like a tree. I weigh 160 pounds and to get any results you have to take at least 2 scoops. For the money I'd say it is not worth it, better off going with Hemo Rage for the real bang for your buck."
health personal care,nutrition wellness,sports supplements,5.0,"damn things are enormous!But can't complain too muchThis isn't a drug or performance product, so don't expect any immediate difference in (virtually) anything.also not sure how this compares to actually eating liver instead (nutrition/price wise), but its definitely more convenient :-)"
health personal care,health care,first aid,5.0,"I love this tape. I use it for so many things...it is very much waterproof. I put it on my heels for shoes that rub - itchy patches of skin, for padding on the neuroma on the bottom of my foot. It sticks really well and has cushioning."
